review_id,review_datePublished,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes
review-20045933,2021-06-25,Department Manager,Jio,Hyderabad / Secunderabad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great working experience , 
review-41914529,2023-04-23,Activation Officer,Jio,Chennai,5,2.0,5.0,5.0,5.0,5.0,5.0,5.0,Flexible work time and learning everything good from superior and customer also. ,No promotion
review-50592838,2023-10-06,Senior Executive Officer,Jio,,4,3.0,3.0,4.0,4.0,4.0,3.0,4.0,Best company in india ,No reason
review-24741209,2022-02-15,Data Entry Operator,Jio,New Delhi,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"hr ek km jio 
mai to sb km achche h ",kuch bhi nh
review-41840669,2023-03-26,Freelancer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like work from job ... actually I need work.❤️ ,I like Jio ..but I think no dislike working at Reliance Jio.
review-43320168,2023-05-08,DGM Jio Fibre,Jio,Rohtak,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,I am loving it ,Very aggressive company but for good
review-45907454,2023-07-06,Call Center Executive,Jio,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes ,No i am dislike
review-44916518,2023-06-17,Worker,Jio,,4,5.0,5.0,5.0,5.0,4.0,5.0,5.0,Iam interested this job ,I don't like any other job
review-50630400,2023-10-06,Channel Sales Lead Assistant managar,Jio,Anna nagar,3,1.0,4.0,2.0,2.0,1.0,4.0,1.0,Working timing more then 17 hours on big day ,Full time pressure
review-41554431,2023-03-18,Fiber Optics Engineer,Jio,Sanpada ,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Installation and repair is best in this company ,But these people also get engineers to sell this is not good
review-47243740,2023-08-01,jio associate,Jio,Jamshedpur,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,i like a brand value ,nothing
review-47228690,2023-08-01,PT excutive ,Jio,Jorhat,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excellent ,No it's a great job
review-44119426,2023-05-30,Activation Officer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very nice job ,Very nice job
review-46694934,2023-07-22,Customer Service Representative,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company ,Salary is not increasing
review-42059707,2023-04-02,Others Production,Jio,New Delhi,5,5.0,4.0,5.0,3.0,5.0,4.0,4.0,reliance is a very good start up for me ,when i am working at this company i am not like that over time
review-39227587,2023-01-05,Home Connect Engineer,Jio,Indore,3,3.0,2.0,1.0,3.0,2.0,2.0,2.0,Nothing to write ,To much desperate our emplees they want each an every engineer like a sales person daliy want business from engineer also that's not possible we join the work for technical profile
review-53623554,2023-12-20,Analyst,Jio,Navi Mumbai,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,It was good over all. ,It was good over alll.
review-40970863,2023-03-12,Salesman,Jio,Prabhadevi mumbai ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,The best thing about Jio company is that there is a lot of growth here and multiple tasks there's a lot to learn ,No
review-43255740,2023-05-08,Assistant Manager,Jio,Navi Mumbai,5,2.0,3.0,5.0,3.0,3.0,5.0,5.0,Facilities of the company ,Payroll of the company
review-40421789,2023-04-06,Assistant manager JHD Lead,Jio,Jabalpur,2,3.0,2.0,1.0,2.0,4.0,1.0,1.0,There is no job satisfaction if you want only money you can join after that forgot your family for job there is not work life balance only work work from morning to evening ,Unhappy
review-47314376,2023-08-02,Telecom,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,So good you ,hard working but payout mediyam
review-42554308,2023-04-19,Stock Yard Incharge,Jio,Yavatmal,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like this jio job ,I like this jio job
review-40936265,2023-02-25,Customer Care Executive,Jio,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Here is nothing which I can like ,"Everything, rude behaviour of seniors, 9 hours of work+ 2 hours meeting+ selfie audit 1 hour, Total 12 hour work, just 12k salary."
review-44019866,2023-05-26,Other ,Jio,Bangalore / Bengaluru,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I am responsible offisirs ,Target strictly tarachand and bhever
review-37434407,2022-11-11,Assistant Manager,Jio,Vidyaranyapura ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Befor joining good impress after joining no response salary commitment one and given one not good in jio verst jio he telling lying settlement also given very poor amount jio is warst joi company and bad hr also is there pls check and go to jio company jio is a warst warst warst jio ,Jio is a warst warst warst
review-39613295,2023-01-16,FTTX Network Planning and Operation Engineer,Jio,Chirmiri,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great management and best learning plateform available here.  I appreciate medical Policies reliance jio employees. ,Nothing all is well
review-48568624,2023-08-25,Delhi,Jio,New Delhi,1,1.0,1.0,5.0,5.0,5.0,5.0,5.0,So wo SK SK cm in an ob on an ,Ek TV ek L ei XL is ei VM
review-43994450,2023-07-20,Technician,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio company ,Jio office kanpur
review-40430849,2023-02-10,Service Advisor,Jio,,4,3.0,4.0,5.0,3.0,4.0,4.0,3.0,I always want to do job work from home. It's very interesting job because I am fresher. ,I don't want to talk each other in phone.
review-53798844,2023-12-23,obl,Jio,cannig,1,1.0,4.0,1.0,1.0,1.0,5.0,1.0,JOB SEQURUTY ,WORK CULTURE AND
review-49080312,2023-09-09,Assistant Manager (Home Sales Team Lead),Jio,Vadodara,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Company brand & value ,Work culture
review-42291036,2023-04-10,Back Office Executive,Jio,,5,4.0,5.0,4.0,4.0,3.0,4.0,4.0,Very good supporting management ,Salary benifit and job satisfaction not good
review-29763297,2022-05-17,Assistant Manager,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Reliance company is  India's big company. 
Everybody want to jobs this company 
Learn and gain too much experience ",Some extra ordinary
review-43736456,2023-05-18,Rf Engineer L1,Jio,Sanpada Navi Mumbai ,4,2.0,3.0,3.0,2.0,2.0,3.0,3.0,Friendly environment ,24*7 work.  need to fix this
review-48178272,2023-08-17,Hso,Jio,Motihari,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good 👍👍 ,Very good
review-37706743,2022-11-21,Branch Service Manager,Jio,Meerut,1,1.0,1.0,2.0,1.0,1.0,3.0,1.0,All time work and no excuses. ,"No appraisel, no support, new new work profiles but no change in salary. Work on same salary without any deductions till you get another job.
In switching to Jio, increment goes in PLI which is scam and always lost when you leave."
review-49297420,2023-09-12,Sales & Service Engineer,Jio,Gorakhpur,4,1.0,5.0,5.0,3.0,5.0,3.0,5.0,Organisation bhot hi acha helpful h ms supportive bhi bhot h baki sab acha hi tha kaam krke acha lga ,2.5 year karne k bad thoda sallary groth hua wo  bhi kuch khaas nhi
review-41977609,2023-03-30,BPO Executive,Jio,,4,5.0,5.0,4.0,5.0,1.0,5.0,5.0,Very important job and i like customer care job ,Job chahiye
review-44327646,2023-06-04,Hyderabad,Jio,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Don't waste your time in jio ,"Noone cares about your promotions
And salary increment"
review-41215425,2023-03-07,Quality Analyst,Jio,,5,3.0,4.0,2.0,2.0,4.0,5.0,1.0,"Job security, wfh permanent ","Extended working hours, no work life balance"
review-40812057,2023-02-22,Home Sales Officer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,👍👍👍👍 this company is looking good ,Reliance does not like to stop the company of jio
review-40738523,2023-02-19,General Manager - Fiber ,Jio,Kolkata,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,They have deep pockets and want to become the biggest ISP globally ,"No Work Life Balance..
High on Politics
You need a God Father to prevail.
Many Power Centres
Innovation and Ideas are not appreciated.
Very Very centralised.
Bad Mouthing and Abusive behaviour across the board.
No Growth
No recognition of good performance or extraordinary achievements.
Salary Disparity.
Humiliation across the board."
review-39086633,2023-01-01,Connectivity Lead,Jio,Varanasi,3,1.0,2.0,1.0,2.0,3.0,3.0,1.0,No because ,Yes because....here working time start from 6:00am .......end end at 11:30pm......our personal life hasbeen finished......
review-45078818,2023-06-21,Assistant Manager,Jio,Kolkata,1,1.0,2.0,1.0,1.0,1.0,4.0,1.0,Nothing to like ,Everything is dislike
review-49072294,2023-09-09,Hardware & Networking Engineer,Jio,,5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,Jio 5g working ,Jio5g company
review-44510616,2023-06-08,Site Acquisition and Real Estate Field Officer (REFO),Jio,Patna,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Work on time ,No team Bound
review-44219146,2023-06-02,DSS,Jio,Tezpur,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing to like management was too poor ,No support at all
review-40018193,2023-01-29,FCA Team Lead,Jio,Bangalore / Bengaluru,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Good company, good teammates, I learned lot from this organization  I'm very happy to work here. ",I Don't know.
review-40491315,2023-02-12,Assistant Manager Quality,Jio,"Mumbai pune, Amdabad",5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"With Jio company I am working from last 5 years this is good for health and safety..
Now I am swithing other company for other company growth and future ",Not mention
review-46850150,2023-07-24,Refinance Assistant,Jio,Mumbai,3,2.0,2.0,3.0,5.0,4.0,4.0,5.0,I like it ,No I like it
review-51215764,2023-10-16,Sr. Manager ( Enterprise Account Manager ),Jio,Pune,2,2.0,2.0,2.0,1.0,3.0,1.0,2.0,Nothing ,Working culture and processes
review-44081740,2023-05-29,Fiber Engineer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,V Good ,V Good job jio fiber
review-43749130,2023-05-18,Assistant Manager,Jio,Kolkata,3,2.0,2.0,2.0,2.0,4.0,3.0,3.0,Nothing nothing ,No no no
review-41066267,2023-05-13,Customer Care Executive,Jio,,4,2.0,4.0,3.0,4.0,5.0,5.0,2.0,They give the salary at time. ,Work life balance is very poor at jio till now.
review-44889618,2023-06-17,State Head L&D OD ,Jio,Kolkata,2,2.0,3.0,1.0,2.0,2.0,4.0,2.0,I dont have any likes for this organisation. ,Everything. Very bad culture. People Do not treat employees as human beings. Usage of abusive languages. Calling in odd hours etc . Even after serving for entire financial year they dont give your Performance bonus.
review-36328887,2022-10-05,Fiber Engineer,Jio,Rajkot,4,3.0,4.0,5.0,4.0,4.0,5.0,5.0,"It's great to work with big company but there is prons and cons are attached salary are restricted to limit now a days.
For fixed Eng 3.5lakhs/annual. ",There is only horizontal growth not Vertical  growth are present i.e post are not increase here only salary are hike.which not give u future referal to be here.
review-46108988,2023-07-14,Sales Executive,Jio,Gangapur city,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,My job thus giid ,Not everything
review-41281917,2023-03-10,Reliance jio infocom,Jio,Vijayawada,4,1.0,1.0,3.0,1.0,5.0,5.0,3.0,Company wise good in all segment ,Manager's are worst in company they are force to do fraud sales
review-48086020,2023-08-27,Center Manager- Sales,Jio,Hyderabad / Secunderabad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Speed in execution ,No dislikes
review-48164920,2023-08-17,reliance jio fiber ,Jio,Purnia,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very nice work and experience ,No any problem
review-43575016,2023-05-14,Store Manager,Jio,,5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,👍🏻 I like this job ,👍🏻 I like this job
review-44485296,2023-06-18,jio fiber ,Jio,Shivamogga,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like everything ,No dislikes
review-44509308,2023-06-08,Enterprises sales assistant manager,Jio,Aurangabad,4,4.0,4.0,4.0,3.0,5.0,3.0,3.0,Company Facility best ,"Bhot hard, Harassment"
review-40821911,2023-02-22,Senior Executive,Jio,,4,3.0,5.0,5.0,5.0,2.0,4.0,5.0,Work satisfaction is good and manager and ce team are good ,Salary is very less
review-44166898,2023-05-31,Database Admin,Jio,Navi Mumbai,3,1.0,2.0,4.0,2.0,2.0,5.0,3.0,Neutral neutral neutral neutral ,Neutral neutral neutral neutral
review-50853940,2023-10-11,Assistant Manager,Jio,RCP,4,3.0,3.0,3.0,3.0,3.0,5.0,4.0,Work-life balance ,Benifits and appraisals
review-48802550,2023-09-07,Electrical Engineer,Jio,,3,3.0,4.0,4.0,4.0,3.0,5.0,1.0,reliance jio is provided best service as compair to other company ... ,every think ok
review-48811054,2023-09-01,Telecom Engineer,Jio,Agia Sub-divn-Goalpara assam,5,5.0,4.0,5.0,5.0,4.0,4.0,5.0,I am very happy in Jio work ,No
review-38824977,2022-12-28,Area Home Sales Lead,Jio,Chennai,5,4.0,5.0,4.0,4.0,4.0,4.0,5.0,"Great opportunity to learn so many cross functional verticals
Unimaginable product lineups
N number of bundled products in one JioFiber ",Entry Level sales executive recruitment
review-50706826,2023-10-09,Real Estate Lead,Jio,Mumbai,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,I like nothing ,Worst Managers with Poor Leadership...
review-46708612,2023-08-02,Home Sales Officer,Jio,Thoppumpaddy,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,There is nothing to like ,Pressure and irritation
review-44377108,2023-06-05,Sales Officer,Jio,Vijay nagar indore ,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Working like ,Leve and rest
review-44460010,2023-06-07,Advisor Customer Service Executive (Inbound Calling),Jio,,5,4.0,5.0,5.0,3.0,5.0,5.0,3.0,"Customer support
Customer queries slove
Customer provide other information 
And
Company work
Permanent work from home 😊 ","Actually not fixed shift
Rotational shift
And 
Not"
review-42859486,2023-05-13,Jio Fiber,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Experience of jio fibre so I likes ,No
review-43474374,2023-05-11,Customer Support Executive,Jio,,5,5.0,3.0,5.0,5.0,5.0,5.0,5.0,"alll, good , ","nothing, nothing,nothing"
review-42155356,2023-04-05,Assistant Manager,Jio,Shri Ganganagar ,5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,Traning And skill development Is Nice In this company ,
review-48655034,2023-08-28,Jio point jpm,Jio,Hyderabad / Secunderabad,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Worst managers my three month salary still not credited no one responding ,My all customers I say to don't buy jio products and sims
review-38364801,2022-12-12,Csa Analyst,Jio,Barrackpore,5,4.0,5.0,5.0,5.0,3.0,4.0,5.0,Yes I love working in Reliance Jio Because there is a team unity where my work is learning a lot. ,No I don't dislike working in Reliance Jio.
review-39723645,2023-01-20,Deputy Manager -Enterprise operations,Jio,Chennai,4,3.0,4.0,4.0,3.0,3.0,4.0,2.0,"Big MNC .
,nobody can compete in telecom ","Work life...balnce poor special  in operation 
Saturday  should be leave"
review-41792987,2023-03-24,Call Center Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Muje call center me job korna attachalagta he . ,Reliance jio me kam korna Mera dime tha.
review-36036259,2022-09-25,BPO Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Because Jio is leading telecommunications company in India with maximum customers at this time and it's expanding exponentially so there are some good chances of learning and growth. ,Hiring managers primarily try to understand the following two things: Whether you won't dislike the same thing in their company. If you do not want to leave ... ·
review-42944260,2023-05-04,Centre Sales Manager,Jio,,4,4.0,5.0,5.0,5.0,4.0,5.0,4.0,It's good for a work from home ,Nothing  to say
review-49296038,2023-09-12,Network Engineer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nice company ,Nothing else is bad
review-34949985,2022-08-20,Enterprise Sales Officer,Jio,Howrah,3,3.0,4.0,3.0,3.0,3.0,3.0,3.0,"Can able to learn and upgrade knowledge, also able to work aggressive sales force, so many training and learning process also can implement same on field. ",Things cannot go accordingly to sales required for customer sometimes customer get angry about services as it is very delay and less augmented. Very complex method for everything for enterprise customer.
review-42736102,2023-04-26,Seles Man,Jio,,5,4.0,4.0,5.0,3.0,3.0,5.0,3.0,Ya yes bhota Acha he ,Yes i m jio job karna he
review-36070647,2022-11-03,Assistant Manager,Jio,Gachibowli Hyderabad ,5,5.0,3.0,3.0,4.0,5.0,5.0,5.0,I like about job security and payouts and company ,"Manager not supportive's they want only sales they don't train you they don't come with you on field they just force for number they don't upgrade there products, they don't give any leads they just force force you only force and pressure"
review-47349074,2023-08-03,Customer Care Executive,Jio,,3,1.0,4.0,3.0,3.0,5.0,3.0,2.0,Salary comes at time ,Management does not want to listen to employees
review-43775004,2023-05-19,raipur,Jio,Dhamtari,4,3.0,4.0,4.0,3.0,2.0,4.0,4.0,All ok in dhamtari area culture ,I Don't know
review-45424018,2023-07-04,Sales Associate,Jio,Civil lines Allahabad ,3,3.0,3.0,2.0,2.0,3.0,3.0,3.0,Work is good ,Timing has been very bad
review-45592922,2023-07-02,Jio Xdss,Jio,Guwahati,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excellent 👍 ,Like this job
review-44390858,2023-06-06,Workshop Manager,Jio,Punjab hoshiarpur ,5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,That's make mee free from every tense ,Never
review-49554756,2023-09-16,Senior Executive,Jio,,3,1.0,5.0,4.0,2.0,2.0,4.0,3.0,Good L1 manager ,High pressure
review-35583967,2023-01-17,Senior Sales Executive,Jio,Gola Gokaran Nath,5,4.0,5.0,4.0,5.0,5.0,5.0,4.0,This company takes great care for the benefit of the employee and keeps on training from time to time. ,Promotion Process and Appraisal and Professional life and personal life not balanced.
review-50526230,2023-10-04,LPA (Loss prevention associate) in reliance jio inforcomm ltd,Jio,Tenali,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,I would like to work in this as a alpm ,No promotions
review-39660059,2023-01-18,Senior Manager,Jio,Mumbai,5,3.0,5.0,5.0,5.0,3.0,5.0,4.0,"Stability
Process jajjajanansnnsnsjsjsjsj z z z ","Agressionjnsn
Najjsjansnsnsnsnsnsjsnsnsnsnsns"
review-38531795,2022-12-18,Telecaller,Jio,,3,4.0,4.0,3.0,4.0,5.0,3.0,5.0,Ye Campny  bahut hi achhi hai   yha kabhi bhi fired nahi hota jio Company  bast Campny   hai India me ye Company  number  1 hai my sapna hai jio Company  kaam karna ,Nahi koi dislike nahi
review-45970752,2023-07-07,Site Engineer,Jio,khargaon. khandwa. indore ,5,4.0,5.0,3.0,5.0,5.0,4.0,5.0,yas ,i am happy bat my different location
review-40630409,2023-02-16,Jio point assistent manager,Jio,Hyderabad / Secunderabad,3,1.0,4.0,3.0,3.0,3.0,3.0,1.0,Good ,"Internal politics,mental harassment ,pressure on sales and early morning activities by manger,less salary more work"
review-50425718,2023-10-03,Optical Transport Lead At Reliance Jio InfoCom Pvt.Ltd,Jio,Nagpur,5,3.0,5.0,5.0,5.0,5.0,5.0,5.0,Very Good Organisation and Work Culture. ,
review-44315774,2023-06-04,Digital Marketer,Jio,,5,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Jio 😘😘😘😘😘😘 ,No comments links to
review-42992620,2023-05-05,Sales Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Superb ,Everything is good working with jio
review-41091969,2023-03-02,Service Delivery and Assurance,Jio,Gurgaon / Gurugram,4,4.0,4.0,3.0,4.0,5.0,4.0,5.0,Work life balance and process oriented ,6 Day working and 6 days in a week from office only.
review-47731964,2023-08-07,Manager content management,Jio,Navi Mumbai,3,2.0,3.0,3.0,3.0,2.0,2.0,3.0,Normal work culture ,Salary increment
review-42453632,2023-04-16,Enterprise Sales Officer,Jio,"Burdwan, West Bengal ",5,4.0,5.0,4.0,4.0,5.0,3.0,5.0,Good 👍 company ,Huge mentally pressure
review-48510388,2023-08-24,Jio Mart,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Verry good ,No this is verry good compeny
review-47737256,2023-08-18, computer networking and desktop engineer,Jio,,5,3.0,4.0,2.0,3.0,2.0,3.0,3.0,Yes I like it  working jio fiber but salary vary less ,A lot of work was done for less money
review-38600603,2022-12-21,Personal Security Officer,Jio,Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Personal security officer (PSO)
Security supervisor
(NISM )National institute of security management ",I like to do all my work
review-42984620,2023-05-05,Phone Manager,Jio,,4,5.0,5.0,5.0,4.0,4.0,4.0,5.0,He company was Indiean and safe ,High price
review-42981670,2023-05-05,Data Entry Operator,Jio,Navi Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,jio company is good ,Nothing
review-50641922,2023-10-07,RJA,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio ,Traveling not applicable to job
review-41392899,2023-03-14,Assistant Manager,Jio,,1,1.0,1.0,1.0,1.0,5.0,1.0,5.0,Dont join if you are looking for learning ,Work aura
review-39564729,2023-01-15,Engineer,Jio,Raj bagh Srinagar Jammu and Kashmir ,5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,JIO IS A MULTINATIONAL COMPANY AND I ENJOYED A LOT WORKING IN THIS COMPANY GIVES ME IMMENSIVE PLEASURE ,NOTHING AT ALL
review-51705900,2023-10-28,Tower Engineer,Jio,"Una, Himachal Pradesh",3,1.0,3.0,4.0,3.0,2.0,1.0,1.0,Sallery on the time ,Very Poor management
review-43794744,2023-05-21,Customer Support Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Talk with people and convince them for our services ,Shift Timing & leave issue
review-39747659,2023-01-20,Hyderabad,Jio,Hyderabad / Secunderabad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like working with jio because there is good management in the company and they are having good products. ,
review-40956321,2023-02-26,Fiber Engineer,Jio,Kashmir ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing I don't  like anything in jio fiber ,Work culture  of jio fiber salary everything
review-37524169,2022-11-14,General Manager,Jio,Salt Lake Sector V Godrej Water Side.,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,They have deep pockets ,"No Work Life Balance.
Lot of Politics
Too many Instructions and too little executing time.
Abusive Leadership.
One man Centralised decision making causes multiplication of error.
Threats of job loss.
Innovation amd Initiative not respected.."
review-41331269,2023-03-11,Team Coordinator   MIS,Jio,Coimbatore,4,2.0,5.0,4.0,5.0,3.0,2.0,4.0,Good company procedure ,Company procedures were not followed by team leads
review-43111258,2023-05-07,Jio Fiber Engeneer ,Jio,Ghaziabad,3,1.0,3.0,1.0,2.0,5.0,1.0,1.0,I was absolutely satisfied for salary ,Everyone hates Supirior behave and his working style
review-42025433,2023-03-31,Maintenance Manager,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company good work ,No dislike
review-26678991,2023-02-09,Senior Manager,Jio,Reliance Corporate Park ,4,4.0,5.0,4.0,4.0,4.0,5.0,4.0,"India's Best & largest telco, was part of 5 Roll-out ","All key decision is from top management, employees don't have much say"
review-47913576,2023-08-10,Voice Process Executive,Jio,,2,1.0,1.0,1.0,1.0,4.0,1.0,1.0,Nothing is good ,Everything is bad
review-21191731,2021-08-28,Home Sales Officer,Jio,Madurai,3,2.0,2.0,3.0,2.0,4.0,2.0,1.0,work pressure ,
review-41943267,2023-03-29,Jio Point Manager,Jio,Rajbagh Srinagar ,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Teaches how to do work in extreme pressure ,Working Late Hours & working in holidays
review-38973869,2023-01-05,Jio Point Lead,Jio,Hyde,4,4.0,3.0,4.0,2.0,4.0,3.0,3.0,No ,"Full target pressure, some KPS s not in our hand reporting manager pressurise you to fulfill, in that situation we have to bear some amount from our packet."
review-45791060,2023-07-04,Engineer MW & UBR Planning,Jio,Meerut,4,3.0,3.0,3.0,3.0,3.0,5.0,4.0,Job security ,Salaries and promotions benifits are not upto the mark
review-44594458,2023-06-09,Back Officer,Jio,Guwahati,4,1.0,1.0,2.0,2.0,3.0,2.0,2.0,Yes ,No I want a job
review-43591894,2023-05-14,Jio Fibre Engineer ,Jio,New Delhi,4,3.0,4.0,3.0,3.0,4.0,3.0,3.0,Salary good ,No job security
review-45479068,2023-06-29,Sales Executive,Jio,Lawrence Road Jio Center ,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great working experience ,Not dislike
review-36212387,2022-09-30,Enterprise Sales Officer,Jio,Kanpur,2,1.0,1.0,1.0,1.0,1.0,5.0,3.0,Only job security ,"Zero support from L1 and peers. 
Favortism. 
Peer fights for the sale like a small child with you. 
High pressure for the sale. 
Politics. 
Scolding again n again for no reason. 
Tip - start drinking alcohol with your L1  to survive in job ."
review-41348207,2023-09-18,JIO centre home lead ,Jio,Jaipur,2,2.0,2.0,1.0,2.0,3.0,2.0,1.0,Timely salary ,"Lots of 
Culture 
Worklife balance 
Employee treatment"
review-43958272,2023-05-25,Customer Service Executive,Jio,,3,1.0,2.0,1.0,1.0,2.0,2.0,3.0,I want to say that our TL is worry about our relatives in his team ,Beacuse nobody cares how emergency in the emploeyes life they will not get leaves
review-40715821,2023-02-19,Assistant Manager,Jio,Meerut,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,The company is ethical working. Good kpi is working and improving still. ,Na
review-50082964,2023-09-27,Territory Sales Manager,Jio,chota udaypur ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No more ,Already update no already done
review-52021480,2023-11-05,Customer Care Executive,Jio,,5,3.0,5.0,2.0,4.0,3.0,5.0,5.0,I don't like anything about this company ,And i dislike everything about this company
review-43107958,2023-05-07,Sr Home Sales Officer ,Jio,Barrackpore,1,2.0,5.0,1.0,2.0,3.0,1.0,1.0,Salary date... ,"Job security
Company culture"
review-50401310,2023-10-03,Backend,Jio,Faridabad,5,3.0,5.0,3.0,2.0,5.0,2.0,5.0,Good but problem face... ,Not fix sittingm..
review-39567063,2023-01-15,Excutive tower engineer civil ,Jio,Anand,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like job profile amd very support every person for at job... ,Nothing any dislike job profile for Reliance Jio...
review-45730168,2023-07-19,Territory Sales Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio branded company h ,No
review-38318407,2022-12-10,Enterprise Care Lead at Reliance Jio,Jio,Gomtinagar,5,3.0,5.0,5.0,5.0,4.0,5.0,5.0,"I like the spirit of the organization, we get opportunities to explore the world of new technology's. ",As such there is is nothing which could be highlighted as a dislike.
review-47315970,2023-08-02,Telecom Rigger,Jio,,3,1.0,3.0,3.0,3.0,1.0,1.0,4.0,Very good 👍 ,Very good 👍
review-43492640,2023-11-22,Assistant Manager- Enterprise Service Delivery and Assurance,Jio,Guwahati,3,2.0,4.0,4.0,3.0,3.0,4.0,3.0,Work culture ,Appraisal and promotion
review-41688009,2023-03-22,Area Sales Manager,Jio,"Fatehabad, haryana",5,4.0,5.0,4.0,5.0,5.0,5.0,5.0,Salary and expeenses time to time gud learning ,Nothing
review-53498278,2023-12-27,Utility Executive,Jio,,5,1.0,1.0,5.0,5.0,5.0,5.0,5.0,Feeling good ,About our leaves
review-53032472,2023-12-09,Software Engineer Analyst,Jio,Mumbai,4,2.0,3.0,4.0,3.0,2.0,4.0,4.0,Work is easy to work ,6days office
review-50241572,2023-09-30,Associate Manager,Jio,Bangalore / Bengaluru,3,1.0,1.0,5.0,1.0,1.0,5.0,5.0,nothing to say much about it ,nothing to say much about it
review-14951521,2020-12-24,Fiber Engineer,Jio,Pondicherry / Puducherry,3,3.0,2.0,3.0,3.0,3.0,1.0,3.0,None of this ,None of this
review-40738735,2023-02-19,Field Recruiter- FTTX (Assistant Manger HR),Jio,Vadodara,4,2.0,5.0,3.0,2.0,2.0,3.0,3.0,This company convert a raw material in to a diamond ,Salary is not as per the work pressure
