,review_id,review_datePublished,review_author,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,review_bestRating,review_worstRating,rating_overall,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes,work_details
7164,review-39387515,2023-01-09,Anonymous,FTTX and JC Construction Engineer,Jio,Dehradun,4,,,4,4.0,5.0,5.0,5.0,5.0,5.0,4.0,Every thing  o good 👍 ,Nothing is bad in this,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7165,review-31322643,2022-05-30,Anonymous,Inbound Executive,Jio,Kolkata,1,,,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,There's nothing to like about working in jio ,"It has one of the most toxic management ever. I had worked in this company for 1 year and there's nothing good in this company. Heavy call pressure, too much target pressure, leaves hardly gets approved (even for a single leave you have to request your TL one month ago), also if you get sick for just one day you would have to show th","['Work days:', '\xa0Rotational Shift\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
7166,review-50121274,2023-09-28,Anonymous,H.S.O,Jio,,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Yes I was working jio fiber but company are not good ,Dislikes I don't like this T.L,[]
7167,review-41563167,2023-03-18,Anonymous,Telecom Network Engineer,Jio,,4,,,4,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Happy job and salary low ,Ho problam and happy,[]
7168,review-38363911,2022-12-12,Anonymous,Device ,Jio,Kolkata,5,,,5,1.0,3.0,2.0,3.0,3.0,5.0,3.0,HR policies.. Medicle policies ,Working culture is not good here..no one respect ea h other,"['Work related travel:', '\xa0', 'This is a desk job.']"
7169,review-44086670,2024-05-28,Anonymous,Sr. Executive -ROW Permission,Jio,Meerut,4,,,4,3.0,3.0,4.0,3.0,4.0,3.0,4.0,Good team ,Low Promotion chance,"['Work related travel:', '\xa0', 'This is a desk job.']"
7170,review-39336755,2023-01-08,Anonymous,Jio Point Assistant Manager,Jio,Safipur,5,,,5,5.0,5.0,4.0,5.0,4.0,5.0,5.0,"Retail  Sells , Jio point assistant manager ",No,"['Work related travel:', '\xa0', 'This is a desk job.']"
7171,review-39132823,2023-01-13,Anonymous,Manager,Jio,Canning,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Higher management is very helpful and discipline.. ,No issue all are right,"['Work related travel:', '\xa0', 'This is a desk job.']"
7172,review-38887481,2023-01-10,Anonymous,Assistant Manager - SCM,Jio,,5,,,5,3.0,5.0,5.0,4.0,3.0,5.0,5.0,"overall good, ",premotion and growth is very slow..... salary hike also very low,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7173,review-41513997,2023-03-17,Anonymous,Calling Agent,Jio,,4,,,4,4.0,4.0,3.0,4.0,4.0,4.0,4.0,I am so excited about it capping ,I am so proud for me,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7174,review-42492514,2023-04-17,Anonymous,Senior Middleware Administrator,Jio,Mumbai,5,,,5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,Staff ,Shift allowance as per shift,"['Work days:', '\xa0Rotational Shift\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')']"
7175,review-24358361,2022-02-02,Anonymous,Jio Point Lead,Jio,Andhra pradesh,3,,,3,2.0,2.0,2.0,2.0,1.0,2.0,1.0,Should improve leadership qualities.. ,Multi tasking role.. Need to deliver number of KPIs on same day. No work life balance..,"[' ', 'Work timings:\xa0', 'Strict Timings']"
7176,review-41488913,2023-06-24,Anonymous,Asst. Manager (JHD Lead),Jio,Ashok Park Main,4,,,4,3.0,4.0,3.0,3.0,4.0,3.0,1.0,Employee Benefits & Leave ,Work-life Balance 00,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7177,review-41494781,2023-03-16,Anonymous,Electrical Engineer,Jio,Valsad,4,,,4,4.0,5.0,5.0,4.0,5.0,5.0,4.0,No comments ,No comments,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
7178,review-42115568,2023-04-05,Anonymous,State GIS Engineer,Jio,Jaipur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good company for job ,Travelling,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7179,review-42274868,2023-04-10,Anonymous,Technician,Jio,No,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes ,Nothing  sucure job,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7180,review-42141972,2023-04-05,Anonymous,Jio Point Manager (Jpm),Jio,Bhopal,3,,,3,4.0,1.0,2.0,2.0,1.0,4.0,1.0,Only Job Security ,No Skill Development,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7181,review-39108835,2023-01-01,Anonymous,Jio sales trainee,Jio,Sinnar,5,,,5,4.0,5.0,5.0,5.0,4.0,4.0,5.0,I like the working methodology. I am daily new techniques learn to skillful ,No,"['Work related travel:', '\xa0', 'This is a desk job.']"
7182,review-39097173,2023-01-01,Anonymous,IT Manager,Jio,Navi Mumbai,3,,,3,3.0,3.0,3.0,3.0,4.0,5.0,2.0,Not much to write it down. ,Not much to write it down.,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
7183,review-36873755,2022-10-23,Anonymous,Data Entry jobs,Jio,Mirzapur,5,,,5,3.0,4.0,3.0,4.0,4.0,4.0,5.0,Hello sir.good morning sir .my name is Govind SONKAR.i am a data entry and jio service.i am a very good work. ,Hii sir my name is govind sonkar.i am a from to mirzapur.,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7184,review-55111788,2024-02-01,Anonymous,"L2 support Backhaul & RF- 5G,4G,Network Deployment,Optimization, Operations and management",Jio,New Delhi,3,,,3,2.0,2.0,2.0,2.0,2.0,4.0,2.0,Only job security is there ,"No hike in salary, worst in salary","[' ', 'Work timings:\xa0', 'Flexible Timings', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7185,review-52468968,2023-11-22,Anonymous,Jio Fiber ,Jio,Kolkata,2,,,2,1.0,3.0,3.0,3.0,1.0,1.0,3.0,Granted of leaves properly ,Working process,[]
7186,review-52718582,2023-11-30,Anonymous,Outbound sales ,Jio,Raipur,4,,,4,3.0,5.0,5.0,5.0,4.0,5.0,4.0,Good experience ,Nothing Doesn't dislike,[]
7187,review-27951719,2023-02-05,Anonymous,SMB Vertical Head-Digital Products,Jio,Jharkhand ,2,,,2,1.0,3.0,3.0,3.0,2.0,5.0,1.0,Stable company ,"Too much micromanagement ,politics ,not helping to grow ... If you want to grow on your own senior management are there to pull your legs down.. I wasn't promoted for 7 years nor given preference to stay with my family for years despite vacancies... Applied for IJP at my 2nd home location... Gone through rigorous interview at 4 diffe","['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7188,review-30810709,2023-01-18,Anonymous,L2 Network Engineer,Jio,Ghansoli Navi mumbai,5,,,5,3.0,5.0,5.0,5.0,3.0,5.0,4.0,Perfect balance for work amd personal life..cool environment. Mediclaim facility is very good. ,No dislikes,"['Work related travel:', '\xa0', 'This is a desk job.']"
7189,review-37567337,2022-11-16,Anonymous,Home Sales Officer,Jio,Dehradun,4,,,4,1.0,4.0,4.0,3.0,4.0,2.0,4.0,"MANAGEMENT CULTURE IS Good..
Work life balance
Flexible timings ","Sales targets...
Pressure is not much but still Mentally you should be strong","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7190,review-41011271,2023-02-28,Anonymous,Jio point jpm,Jio,Hyderabad / Secunderabad,1,,,1,3.0,5.0,1.0,4.0,1.0,5.0,1.0,Nothing ,Salary not given last 3month now I am full pressure,"['Work related travel:', '\xa0', 'This is a desk job.']"
7191,review-25081719,2022-02-26,Anonymous,Caller,Jio,Sitamarhi,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,customer associates ,no any,"['Work days:', '\xa0Rotational Shift\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
7192,review-42186164,2023-04-06,Anonymous,Telecom,Jio,Kerala idukki ,5,,,5,4.0,5.0,5.0,4.0,4.0,5.0,4.0,Like ,Customer service not ok,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7193,review-43203630,2023-05-07,Anonymous,Customer Service Executive,Jio,,3,,,3,2.0,4.0,3.0,1.0,4.0,3.0,2.0,Learning opportunities ,"Shift typing, some TL behaviour very rude .","['Work related travel:', '\xa0', 'This is a desk job.']"
7194,review-36545571,2022-10-12,Anonymous,Sde1,Jio,Navi Mumbai,4,,,4,3.0,3.0,3.0,3.0,4.0,5.0,4.0,"Job security, low work pressure, lesser deadlines, flexible working hours, WFH ","Poor resource management, Not good for learning/upgrading skills, poor coding work culture, poor skilled peer developers(in my team atatleast)","['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
7195,review-36109267,2022-09-27,Anonymous,Oracle Database Administrator,Jio,Navi Mumbai,4,,,4,2.0,4.0,5.0,3.0,2.0,3.0,3.0,"Headquarters Campus facilities
Work Life Balance
Company Culture
Continuous trainings
Medical emergency REFERS support for reliance employees ",Sometimes delay in appraisals(vendor).,"['Work related travel:', '\xa0', 'This is a desk job.']"
7196,review-41684227,2023-03-22,Anonymous,Salesman,Jio,Pillu khera jind haryana,4,,,4,2.0,3.0,3.0,3.0,5.0,3.0,4.0,Salary on time and job security ,No promotion,"['Work related travel:', '\xa0', 'This is a desk job.']"
7197,review-36074451,2022-09-26,Anonymous,Mobility Sales Lead,Jio,Ggggg,3,,,3,2.0,2.0,1.0,2.0,2.0,2.0,3.0,Its a programm based organization learnt different vertical experience like postpaid sales & D2C business in a systematic manner. ,Hectic working hours. No leaves even sunday you need work. No job security.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7198,review-30432257,2022-05-25,Anonymous,Senior Executive,Jio,Panchkula,3,,,3,1.0,1.0,1.0,2.0,1.0,1.0,2.0,The HR and L1 and L2 are non supportive.. only you have to be there slave from morning 8 to evening 8 or 9 and no increment.. daily job threats and pathetic culture… never recommend anyone for this company ,"Every thing… company way of working.. senior level non supportive 
No working time.. even Sunday working without any compensation.. no leave… no family.. no medical emergency leave.. it’s very pathetic Hr and L1 and L2 level","['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7199,review-42160718,2023-04-06,Anonymous,Data Scientist,Jio,,4,,,4,4.0,5.0,4.0,4.0,3.0,4.0,4.0,Good work ,Salary is ok,"['Work related travel:', '\xa0', 'This is a desk job.']"
7200,review-48115584,2023-08-16,Anonymous,jio point manager at Reliance Jio,Jio,Ganjam,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio is a best platform ,For better opportunity,[]
7201,review-39461693,2023-01-11,Anonymous,HCMS ,Jio,Chennai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Our company providing to good knowledge and everyone are equality ,Nothing,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
7202,review-37719827,2022-11-21,Anonymous,Assistant Manager,Jio,Bhawanipatna,5,,,5,2.0,5.0,1.0,1.0,2.0,5.0,3.0,Job security and salary timely ,Unnecessary pressure creating for new new projects that is not belong to our work,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7203,review-42081751,2023-04-06,Anonymous,PMO - Assistant Manager,Jio,Madurai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good ,Nothing to say bad all good,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
7204,review-42022965,2023-03-31,Anonymous,Work from Home-NON IT Recruitment,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Better experience ,"Network problem , customer service.","['Work related travel:', '\xa0', 'This is a desk job.']"
7205,review-41268757,2023-03-09,Anonymous,JCHL,Jio,Kohima,4,,,4,3.0,3.0,2.0,3.0,3.0,4.0,3.0,Job Security ,"Work life balance
Work culture","['Work related travel:', '\xa0', 'This is a desk job.']"
7206,review-41374917,2023-03-24,Anonymous,Jio Point Manager,Jio,Hansot,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All I like ,No 1,"['Work related travel:', '\xa0', 'This is a desk job.']"
7207,review-42226092,2023-04-08,Anonymous,"Sales Development Manager",Jio,,5,,,5,3.0,4.0,5.0,5.0,5.0,5.0,5.0,Sir I am already worked in dxmini sales department ,Sir my fother health problum & fother is death in 3 months. There was on episod that required for work,"['Work related travel:', '\xa0', 'This is a desk job.']"
7208,review-38116079,2022-12-10,Anonymous,JC Home Partner Lead (Broadband),Jio,Pandharpur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,good working policies. I like to do work here ,Reliance is good company I dont have any dislikes,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7209,review-36683327,2022-10-16,Anonymous,Operation Finance Support,Jio,Kochi,5,,,5,4.0,5.0,4.0,4.0,4.0,4.0,4.0,"Better team work, good support from reporting manager and also better platform to learn mutch more ",Some time feel vc are unwanted to loose valuable working time,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7210,review-40805415,2023-09-25,Anonymous,IP Colo Manager,Jio,Patna,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,One of the best company in india ,Nothing,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7211,review-41867781,2023-03-27,Anonymous,Business To Business ( B To B),Jio,Hyderabad / Secunderabad,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Feelings good to work ,Nothing is there,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7212,review-41521323,2023-03-17,Anonymous,Fiber Execution Engineer,Jio,Arunachal Pradesh ,3,,,3,2.0,4.0,4.0,4.0,3.0,3.0,3.0,Policy and salary at time ,"Growth is very poor,since 2018 to 2022 not given increment.","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
7213,review-40325349,2023-02-07,Anonymous,Marketing Executive,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nhi ho ra hai time mach ,Time nhi,"['Work related travel:', '\xa0', 'This is a desk job.']"
7214,review-13652097,2020-10-01,Anonymous,Senior Executive Corporate Sales,Jio,Hyderabad / Secunderabad,4,,,4,4.0,4.0,5.0,3.0,4.0,4.0,4.0,The work culture and management are good and company policies are employee friendly and really great job security. ,Nothing much everything is good,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7215,review-37254119,2022-11-05,Anonymous,NOC Executive,Jio,RBI layout Bangalore ,3,,,3,2.0,4.0,4.0,4.0,2.0,2.0,2.0,We will get lot of knowledge and skills salary is low as I am working through third party vendor. ,Work timings has to changed,"['Work related travel:', '\xa0', 'This is a desk job.']"
7216,review-41854485,2023-03-26,Anonymous,TRT plus plus and IBS Engineer,Jio,Vijayawada,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,It is a Place to learn about technology. ,NA,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7217,review-55591362,2024-02-14,Anonymous,Assistant Manager (Jio Home Delivery Lead),Jio,Bangalore / Bengaluru,2,,,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Nothing  is like ,Torcher over prusher,"['Work related travel:', '\xa0', 'This is a desk job.']"
7218,review-43765952,2023-05-19,Anonymous,HSO,Jio,Lucknow,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good support from manager ,Some time the used bad language,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7219,review-42006133,2023-03-31,Anonymous,Assistant Store Manager,Jio,South Dinajpur ,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Working style is best. ,Better this job.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'International Travel,\xa0', 'Travel Within Country,\xa0', 'Travel Within City.']"
7220,review-41350625,2023-03-12,Anonymous,Deputy Manager - Channel Mobility Sales Leads,Jio,Kolkata,3,,,3,3.0,2.0,2.0,2.0,3.0,3.0,1.0,Work Culture is horrible ,Company Work culture is pathetic.,[]
7221,review-41637329,2023-03-20,Anonymous,Outbound sales advisory,Jio,Lucknow,5,,,5,3.0,4.0,3.0,4.0,4.0,5.0,5.0,"According to me in reliance jio work life balance is good and I able to learn many innovative things there..
My senior are so cooperative with me .
I have very friendly environment over there... ",Nothing,"['Work days:', '\xa0Rotational Shift\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
7222,review-41476375,2023-03-27,Anonymous,Software Engineer,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes yes yea ,Yes yes yes yes,[]
7223,review-41197989,2023-03-06,Anonymous,Financial Analyst,Jio,,3,,,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Like you service ,Dislike your application,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'International Travel.']"
7224,review-41646729,2023-03-29,Anonymous,Executive,Jio,Ramnagar JAMMU ,5,,,5,1.0,5.0,3.0,4.0,5.0,5.0,5.0,JOB SECURITY ,No appraisals on time,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7225,review-40073093,2023-01-31,Anonymous,Bhind,Jio,,1,,,1,3.0,1.0,2.0,2.0,5.0,3.0,4.0,"Costumer service , work from home ","Sales , not work  from office","['Work related travel:', '\xa0', 'This is a desk job.']"
7226,review-38029667,2022-12-01,Anonymous,Customer Service Executive,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like jio because jio is the India's no.1 telecom company. ,I don't dislike jio because jio a big company,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7227,review-41092479,2023-03-02,Anonymous,Assistant Manager,Jio,,2,,,2,3.0,5.0,5.0,5.0,5.0,2.0,2.0,It's very good product and everything is fine with my salary requirements. ,H.R and management all are miss guidness and miss communication.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7228,review-18442171,2021-04-27,Anonymous,Senior Executive,Jio,Mohali,5,,,5,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Work culture professionally here ,There is alot of political & the management doesn't address our issues. Salary is decent but career growth is slow.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7229,review-37447401,2023-06-12,Anonymous,Junior Engineer,Jio,Dehradun,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Mene pehle se hi socha tha ki jio telecom line main ya engineering main kaam krna chahta tha
Aaj mujhe apply krne ka moka mila ",Nahi main bahut proud feel krunga,"['Work related travel:', '\xa0', 'This is a desk job.']"
7230,review-49435648,2023-09-24,Anonymous,Technician,Jio,Ambala,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I DO YOU LIKE. ALL FACILITIES AVAILABLE ,👍👍👍👍👍👍👍👍👍👍 I DO LIKE,"['Work related travel:', '\xa0', 'This is a desk job.']"
7231,review-41947585,2023-03-29,Anonymous,Jpam,Jio,Saipau dholpur rajashtan,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes like and happy ,No don't like this job,"['Work related travel:', '\xa0', 'This is a desk job.']"
7232,review-39435527,2023-01-11,Anonymous,Fiber Engineer,Jio,Mangaldoi,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,My reporting manager is Very supportive ,I have nothing to dislike,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7233,review-39051545,2022-12-31,Anonymous,Senior Executive,Jio,Fild work ,4,,,4,3.0,3.0,3.0,4.0,3.0,4.0,4.0,Jio is very good company.. ,Hr policies is not good,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7234,review-38242295,2022-12-08,Anonymous,Deputy Manager,Jio,Adyar Chennai ,5,,,5,4.0,4.0,3.0,4.0,4.0,3.0,4.0,"Work Patern, & Training really nice ",Management coulpe of people it's not good way of working & Man management.,"['Work related travel:', '\xa0', 'This is a desk job.']"
7235,review-48344684,2023-08-21,Anonymous,Worker,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio in the world best company ,No 🚫,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7236,review-38598829,2022-12-21,Anonymous,Customer Service Officer,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,It is a well reputed company .your company is growing faster than ever. ,No,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7237,review-37298765,2022-11-18,Anonymous,Senior Sales Executive,Jio,Dehradun,4,,,4,3.0,4.0,3.0,3.0,3.0,4.0,3.0,L1 is very Supporting and selery on time ,Duty timing and meeting time not balance. And also some time work in sunday.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7238,review-49017408,2023-09-07,Anonymous,Yes iam fine,Jio,Satna,3,,,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Ask to me like jio ,Like me,[]
7239,review-40170813,2023-02-02,Anonymous,ENGINEER  JIO FIBER,Jio,Srinagar,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like this job ,Every this is good but salary is low,"['Work days:', '\xa0Alternate Saturday off\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City,\xa0', 'Travel Within Country.']"
7240,review-38076191,2022-12-02,Anonymous,xdss,Jio,New Delhi,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,This is the good opportunity am happy on my work ,Not about dislike mean no have a reason to dislike,"['Work related travel:', '\xa0', 'This is a desk job.']"
7241,review-39216779,2023-01-04,Anonymous,Deputy Manager,Jio,South Mumbai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Best place to work ,Delay in response from some department,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7242,review-48816278,2023-09-01,Anonymous,Territory Sales Manager,Jio,Other ,5,,,5,5.0,5.0,5.0,1.0,5.0,5.0,3.0,"Jio is great company,
👍👍👍👍👍 ","👎👎
Employee is not good","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7243,review-46151454,2023-07-15,Anonymous,Jio fiber,Jio,Surat,1,,,1,1.0,2.0,1.0,2.0,3.0,1.0,2.0,Customer side reputation ,Manager of our office,[]
7244,review-33346495,2022-06-29,Anonymous,Sales Officer,Jio,Navi Mumbai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Good work enviriment and cultures
Teammates are supportive and the management is transparent there is a huge cafeteria and gaming arcade for chilling company policy is very nice ",There is a lot of politics and the management does address our issues salary is decent but career growth is average there is a bond of 2 year before which you connot resign on the job training is not given to new joiness,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')']"
7245,review-37008057,2022-10-29,Anonymous,Operations Manager,Jio,Mumbai,4,,,4,1.0,4.0,5.0,5.0,3.0,5.0,5.0,"Great work life balance , treat employee with respect , good culture ",Very less appraisal and promotion,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
7246,review-31699013,2022-08-03,Anonymous,Operations Executive,Jio,Bangalore / Bengaluru,3,,,3,2.0,2.0,1.0,2.0,2.0,4.0,3.0,Job security ,"There was no salary increment for the last 2 years. Company haven't provided the laptop or mobile phone for the work and I was doing work from home. I understood that there will not be any growth in my career. So I have served the notice period of 30 days. So as per the policy, I was supposed to get my salary after 45 days, but I got","['Work days:', '\xa0Rotational Shift\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
7247,review-42392156,2023-04-14,Anonymous,fresher,Jio,Bolpur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,It is good ,No more,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7248,review-41058609,2023-03-01,Anonymous,Home Sales Officer,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Home Sales ,Home Sales,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7249,review-41042117,2023-03-01,Anonymous,Sales Officer,Jio,Raipur,4,,,4,3.0,4.0,2.0,4.0,4.0,3.0,4.0,No comments ,No comments,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7250,review-39139389,2023-01-02,Anonymous,Seles Executive,Jio,Kolkata,4,,,4,3.0,4.0,5.0,4.0,3.0,3.0,4.0,"This good Telecom sector, ",No I don't know what is dislike  jio,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
7251,review-40896497,2023-02-24,Anonymous,Customer Service Associate,Jio,,4,,,4,2.0,4.0,4.0,4.0,5.0,1.0,5.0,Salary on time ,Job insecure,"['Work related travel:', '\xa0', 'This is a desk job.']"
7252,review-40890159,2023-02-24,Anonymous,Sales Executive,Jio,,5,,,5,5.0,5.0,2.0,3.0,5.0,3.0,5.0,Pressure on full-time ,Jpl big pressure,"['Work related travel:', '\xa0', 'This is a desk job.']"
7253,review-35300925,2022-08-31,Anonymous,Optical Transport Lead,Jio,Mohali,2,,,2,2.0,3.0,3.0,3.0,3.0,4.0,4.0,Except job security  all things are bad ..or average ,"If u are getting higher package and near to home then it's good company neither its nit good intwr of growth promotion 
Here no fix Policy. Here promotion becomes without  increment..","['Work related travel:', '\xa0', 'This is a desk job.']"
